sample_id,dataset,label,func_name,strategy,total_lines,suspicious_lines,task1_score,task2_score,task3_score,task4_score,V_score,mtd_verdict,T_score,alc_decision,trust_level,diagnosis_run,error_source,outlier_task,dominant_cwe,conflict_pattern,repair_run,patch_generated,repair_cwe,repair_error_source
11152,bigvul,0,for,heuristic,30,0,0.0,0.9761,0.0,0.305,0.0192,NON_VULNERABLE,0.6995,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
11153,bigvul,0,_multi_string_copy_to_wide,heuristic,12,1,0.615,0.9817,0.0,0.55,0.0267,NON_VULNERABLE,0.7381,trustworthy,MODERATE,NO,,,,,NO,,,
11154,bigvul,1,unknown_11154,heuristic,18,0,0.0,0.9305,0.0,0.225,0.0167,NON_VULNERABLE,0.7134,trustworthy,MODERATE,NO,,,,,NO,,,
11155,bigvul,0,unknown_11155,heuristic,1,0,0.0,0.0,0.0,0.0,0.0039,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
11156,bigvul,0,while,heuristic,26,1,0.615,0.9539,0.0,0.3808,0.0213,NON_VULNERABLE,0.7408,trustworthy,MODERATE,NO,,,,,NO,,,
11157,bigvul,0,local_flush_tlb_range,heuristic,48,0,0.0,0.5654,0.0,0.325,0.0173,NON_VULNERABLE,0.9186,trustworthy,HIGH,NO,,,,,NO,,,
11158,bigvul,0,unknown_11158,heuristic,13,0,0.0,0.8422,0.0,0.2423,0.0119,NON_VULNERABLE,0.7433,trustworthy,MODERATE,NO,,,,,NO,,,
11159,bigvul,0,fix_rmode_seg,heuristic,32,1,0.615,0.9502,0.0,0.4875,0.0199,NON_VULNERABLE,0.7934,trustworthy,MODERATE,NO,,,,,NO,,,
11160,bigvul,0,unknown_11160,heuristic,21,0,0.0,0.9525,0.0,0.15,0.0158,NON_VULNERABLE,0.702,trustworthy,MODERATE,NO,,,,,NO,,,
11161,bigvul,0,pfault_interrupt,heuristic,67,1,0.615,0.9082,0.0,0.3325,0.0284,NON_VULNERABLE,0.7493,trustworthy,MODERATE,NO,,,,,NO,,,
11162,bigvul,0,task_sched_runtime,heuristic,12,0,0.0,0.7364,0.0,0.475,0.0156,NON_VULNERABLE,0.8119,trustworthy,HIGH,NO,,,,,NO,,,
11163,bigvul,1,if,ground_truth,13,1,1.0,0.9751,0.1846,0.4442,0.9999,VULNERABLE,0.6548,untrustworthy,LOW,YES,MISSED_VULN,task3,CWE-190,SPLIT_DISAGREEMENT,YES,True,CWE-190,MISSED_VULN
11164,bigvul,0,spice_server_set_name,heuristic,5,1,0.755,0.9997,0.0,0.715,0.0113,NON_VULNERABLE,0.7207,trustworthy,MODERATE,NO,,,,,NO,,,
11165,bigvul,0,buildid_dir_command_config,heuristic,16,0,0.0,0.9698,0.0,0.55,0.0154,NON_VULNERABLE,0.6441,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SPLIT_DISAGREEMENT,YES,True,unknown,NOISY_STRATEGY
11166,bigvul,0,unknown_11166,heuristic,7,0,0.0,0.8983,0.0,0.15,0.0122,NON_VULNERABLE,0.721,trustworthy,MODERATE,NO,,,,,NO,,,
11167,bigvul,0,unknown_11167,heuristic,7,0,0.0,0.8983,0.0,0.075,0.0115,NON_VULNERABLE,0.7153,trustworthy,MODERATE,NO,,,,,NO,,,
11168,bigvul,0,unknown_11168,heuristic,4,0,0.0,0.8647,0.0,0.075,0.006,NON_VULNERABLE,0.727,trustworthy,MODERATE,NO,,,,,NO,,,
11169,bigvul,0,unknown_11169,heuristic,36,0,0.0,0.9305,0.0,0.15,0.0173,NON_VULNERABLE,0.7097,trustworthy,MODERATE,NO,,,,,NO,,,
11170,bigvul,0,rxrpc_destroy_s,heuristic,7,0,0.0,0.9676,0.0,0.4928,0.0181,NON_VULNERABLE,0.7445,trustworthy,MODERATE,NO,,,,,NO,,,
11171,bigvul,0,mif6_delete,heuristic,52,1,0.615,0.9539,0.0,0.4558,0.0295,NON_VULNERABLE,0.7917,trustworthy,MODERATE,NO,,,,,NO,,,
11172,bigvul,0,CopyUncompressedBlockToOutput,heuristic,44,0,0.0,0.9737,0.0,0.5046,0.029,NON_VULNERABLE,0.6464,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SPLIT_DISAGREEMENT,YES,True,unknown,NOISY_STRATEGY
11173,bigvul,0,FOR_NSCREENS_BACKWARD,heuristic,20,6,0.615,0.9983,0.0,0.585,0.0218,NON_VULNERABLE,0.7335,trustworthy,MODERATE,NO,,,,,NO,,,
11174,bigvul,0,unknown_11174,heuristic,4,0,0.0,0.8647,0.0,0.075,0.0064,NON_VULNERABLE,0.727,trustworthy,MODERATE,NO,,,,,NO,,,
11175,bigvul,0,_nfs4_proc_destroy_clientid,heuristic,17,1,0.615,0.9978,0.0,0.503,0.0186,NON_VULNERABLE,0.7338,trustworthy,MODERATE,NO,,,,,NO,,,
11176,bigvul,0,unknown_11176,heuristic,4,0,0.0,0.0,0.0,0.075,0.0047,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
11177,bigvul,0,unknown_11177,heuristic,19,2,0.72,0.9903,0.0,0.4776,0.0167,NON_VULNERABLE,0.6739,untrustworthy,LOW,YES,AMBIGUOUS,task3,CWE-416,SPLIT_DISAGREEMENT,YES,True,CWE-416,AMBIGUOUS
11178,bigvul,0,udf_CS0toNLS,heuristic,42,1,0.685,0.9778,0.0429,0.2928,0.0191,NON_VULNERABLE,0.732,trustworthy,MODERATE,NO,,,,,NO,,,
11179,bigvul,0,t2p_write_pdf_xobject_calcs,heuristic,94,11,0.615,0.8177,0.0191,0.3415,0.0164,NON_VULNERABLE,0.8241,trustworthy,HIGH,NO,,,,,NO,,,
11180,bigvul,0,unknown_11180,heuristic,16,0,0.0,0.7769,0.0,0.15,0.0176,NON_VULNERABLE,0.7612,trustworthy,MODERATE,NO,,,,,NO,,,
11181,bigvul,0,local_chmod,heuristic,27,0,0.0,0.9483,0.0,0.3722,0.02,NON_VULNERABLE,0.7083,trustworthy,MODERATE,NO,,,,,NO,,,
11182,bigvul,1,unknown_11182,ground_truth,3,2,0.7,0.9997,0.0,0.075,1.0,VULNERABLE,0.5962,untrustworthy,LOW,YES,FALSE_PATTERN,task2,,SPLIT_DISAGREEMENT,YES,True,unknown,FALSE_PATTERN
11183,bigvul,0,RECORD_LAYER_reset_write_sequence,heuristic,4,0,0.0,0.8647,0.0,0.375,0.008,NON_VULNERABLE,0.7825,trustworthy,MODERATE,NO,,,,,NO,,,
11184,bigvul,0,unknown_11184,heuristic,8,0,0.0,0.6321,0.0,0.075,0.0072,NON_VULNERABLE,0.8543,trustworthy,HIGH,NO,,,,,NO,,,
11185,bigvul,0,unknown_11185,heuristic,13,2,0.615,0.9927,0.0,0.4096,0.0217,NON_VULNERABLE,0.732,trustworthy,MODERATE,NO,,,,,NO,,,
11186,bigvul,0,reparent_leader,heuristic,20,0,0.0,0.9592,0.0,0.465,0.0234,NON_VULNERABLE,0.7488,trustworthy,MODERATE,NO,,,,,NO,,,
11187,bigvul,0,is_class_idx_in_code_classes,heuristic,9,1,0.615,0.9992,0.0,0.625,0.0249,NON_VULNERABLE,0.7322,trustworthy,MODERATE,NO,,,,,NO,,,
11188,bigvul,1,unknown_11188,ground_truth,14,5,0.7,0.9997,0.0,0.075,1.0,VULNERABLE,0.5962,untrustworthy,LOW,YES,FALSE_PATTERN,task2,,SPLIT_DISAGREEMENT,YES,True,unknown,FALSE_PATTERN
11189,bigvul,0,is_ereg,heuristic,8,0,0.0,0.6321,0.0,0.375,0.0085,NON_VULNERABLE,0.9,trustworthy,HIGH,NO,,,,,NO,,,
11190,bigvul,0,udpv6_sendmsg,heuristic,286,5,0.594,0.4285,0.0,0.3378,0.1018,NON_VULNERABLE,0.9643,trustworthy,HIGH,NO,,,,,NO,,,
11191,bigvul,0,unknown_11191,heuristic,33,0,0.0,0.8562,0.0,0.075,0.0131,NON_VULNERABLE,0.7299,trustworthy,MODERATE,NO,,,,,NO,,,
11192,bigvul,0,snd_seq_ioctl_set_client_info,heuristic,25,2,0.685,0.9918,0.0,0.459,0.0223,NON_VULNERABLE,0.7295,trustworthy,MODERATE,NO,,,,,NO,,,
11193,bigvul,0,do_recv_NotifyData,heuristic,16,0,0.3,0.8647,0.0,0.375,0.016,NON_VULNERABLE,0.8164,trustworthy,HIGH,NO,,,,,NO,,,
11194,bigvul,0,unsupported_set_interface_altsetting,heuristic,3,0,0.0,0.0,0.0,0.475,0.006,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
11195,bigvul,0,ath_tx_processq,heuristic,74,0,0.0,0.8849,0.0,0.3385,0.0265,NON_VULNERABLE,0.7295,trustworthy,MODERATE,NO,,,,,NO,,,
11196,bigvul,0,revoke_delegation,heuristic,18,0,0.0,0.9925,0.0,0.35,0.0181,NON_VULNERABLE,0.6939,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
11197,bigvul,0,unknown_11197,heuristic,14,0,0.0,0.9676,0.0,0.075,0.0119,NON_VULNERABLE,0.6906,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
11198,bigvul,0,unknown_11198,heuristic,24,0,0.0,0.6321,0.0,0.075,0.0152,NON_VULNERABLE,0.8543,trustworthy,HIGH,NO,,,,,NO,,,
11199,bigvul,0,unknown_11199,heuristic,89,9,0.72,0.8343,0.1079,0.3523,0.0048,NON_VULNERABLE,0.7777,trustworthy,MODERATE,NO,,,,,NO,,,
11200,bigvul,0,for,heuristic,19,3,0.615,0.9992,0.0,0.4026,0.0206,NON_VULNERABLE,0.7299,trustworthy,MODERATE,NO,,,,,NO,,,
11201,bigvul,0,if,heuristic,4,0,0.0,0.9975,0.0,0.475,0.0143,NON_VULNERABLE,0.6884,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
11202,bigvul,0,unknown_11202,heuristic,3,0,0.0,0.9305,0.0,0.075,0.0056,NON_VULNERABLE,0.7039,trustworthy,MODERATE,NO,,,,,NO,,,
11203,bigvul,0,vendor_intel,heuristic,10,0,0.0,0.7981,0.0,0.315,0.0164,NON_VULNERABLE,0.8045,trustworthy,HIGH,NO,,,,,NO,,,
11204,bigvul,0,unknown_11204,heuristic,3,0,0.0,0.0,0.0,0.075,0.0047,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
11205,bigvul,0,sctp_v4_to_sk_daddr,heuristic,4,0,0.0,0.8647,0.0,0.475,0.0088,NON_VULNERABLE,0.7768,trustworthy,MODERATE,NO,,,,,NO,,,
11206,bigvul,0,UpdateCachedToken,heuristic,4,0,0.0,0.8647,0.0,0.475,0.0092,NON_VULNERABLE,0.7768,trustworthy,MODERATE,NO,,,,,NO,,,
11207,bigvul,1,if,ground_truth,6,0,0.0,0.9897,0.0,0.475,0.9999,VULNERABLE,0.7074,trustworthy,MODERATE,NO,,,,,NO,,,
11208,bigvul,0,unknown_11208,heuristic,21,0,0.0,0.6811,0.0,0.075,0.0146,NON_VULNERABLE,0.84,trustworthy,HIGH,NO,,,,,NO,,,
11209,bigvul,0,_nfs4_proc_mknod,heuristic,33,1,0.28,0.9838,0.0,0.4046,0.023,NON_VULNERABLE,0.732,trustworthy,MODERATE,NO,,,,,NO,,,
11210,bigvul,1,dns_packet_is_reply_for,heuristic,23,1,0.615,0.9691,0.0,0.2837,0.0244,NON_VULNERABLE,0.7289,trustworthy,MODERATE,NO,,,,,NO,,,
11211,bigvul,0,filter_hamming,heuristic,13,0,0.0,0.9865,0.0,0.2596,0.014,NON_VULNERABLE,0.6951,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
11212,bigvul,0,cacheEntryClear,heuristic,11,3,0.615,0.9997,0.0,0.625,0.02,NON_VULNERABLE,0.732,trustworthy,MODERATE,NO,,,,,NO,,,
11213,bigvul,0,unknown_11213,heuristic,3,0,0.0,0.0,0.0,0.075,0.0047,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
11214,bigvul,0,unknown_11214,heuristic,9,0,0.0,0.0,0.0,0.075,0.005,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
11215,bigvul,0,ops_free_list,heuristic,9,0,0.0,0.5889,0.0,0.55,0.018,NON_VULNERABLE,0.7928,trustworthy,MODERATE,NO,,,,,NO,,,
11216,bigvul,0,handleMetaNameAttribute,heuristic,21,0,0.0,0.9676,0.0,0.3786,0.0149,NON_VULNERABLE,0.7019,trustworthy,MODERATE,NO,,,,,NO,,,
11217,bigvul,0,unknown_11217,heuristic,22,0,0.0,0.0,0.0,0.075,0.0056,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
11218,bigvul,0,unknown_11218,heuristic,5,0,0.0,0.9592,0.0,0.075,0.0094,NON_VULNERABLE,0.6936,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
11219,bigvul,0,unknown_11219,heuristic,8,1,0.28,0.9991,0.0,0.075,0.0199,NON_VULNERABLE,0.7025,trustworthy,MODERATE,NO,,,,,NO,,,
11220,bigvul,0,unknown_11220,heuristic,3,0,0.0,0.0,0.0,0.075,0.0047,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
11221,bigvul,0,assertLayoutTreeUpdated,heuristic,17,0,0.0,0.8478,0.0,0.3618,0.0166,NON_VULNERABLE,0.7882,trustworthy,MODERATE,NO,,,,,NO,,,
11222,bigvul,1,unknown_11222,heuristic,20,0,0.0,0.9983,0.0,0.075,0.016,NON_VULNERABLE,0.6794,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
11223,bigvul,0,__setattr_copy,heuristic,26,0,0.0,0.9947,0.0,0.3808,0.0192,NON_VULNERABLE,0.6928,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
11224,bigvul,0,nl80211_send_station,heuristic,95,0,0.0,0.8144,0.0,0.251,0.0303,NON_VULNERABLE,0.7522,trustworthy,MODERATE,NO,,,,,NO,,,
11225,bigvul,1,unknown_11225,ground_truth,30,8,0.7,0.9952,0.0,0.15,1.0,VULNERABLE,0.6105,untrustworthy,LOW,YES,FALSE_PATTERN,task2,,SPLIT_DISAGREEMENT,YES,True,unknown,FALSE_PATTERN
11226,bigvul,0,readonlyWindowAttributeAttributeGetterCallback,heuristic,6,0,0.0,0.0,0.0,0.475,0.0056,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
11227,bigvul,0,unknown_11227,heuristic,5,0,0.0,0.7981,0.0,0.075,0.0087,NON_VULNERABLE,0.7495,trustworthy,MODERATE,NO,,,,,NO,,,
11228,bigvul,0,rpc_show_header,heuristic,5,0,0.0,0.0,0.0,0.075,0.0048,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
11229,bigvul,0,unknown_11229,heuristic,69,6,0.79,0.9016,0.0899,0.4794,0.0054,NON_VULNERABLE,0.7594,trustworthy,MODERATE,NO,,,,,NO,,,
11230,bigvul,0,unknown_11230,heuristic,11,0,0.0,0.9938,0.0,0.15,0.014,NON_VULNERABLE,0.6873,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
11231,bigvul,0,unknown_11231,heuristic,5,0,0.0,0.7981,0.0,0.075,0.0062,NON_VULNERABLE,0.7495,trustworthy,MODERATE,NO,,,,,NO,,,
11232,bigvul,0,muscle_load_single_acl,heuristic,15,0,0.0,0.8816,0.0,0.545,0.0171,NON_VULNERABLE,0.6704,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SPLIT_DISAGREEMENT,YES,True,unknown,NOISY_STRATEGY
11233,bigvul,0,mxf_get_next_track_edit_unit,heuristic,25,0,0.0,0.9592,0.0,0.246,0.021,NON_VULNERABLE,0.7042,trustworthy,MODERATE,NO,,,,,NO,,,
11234,bigvul,1,unknown_11234,ground_truth,10,9,0.7,0.9997,0.0,0.15,0.9999,VULNERABLE,0.6093,untrustworthy,LOW,YES,FALSE_PATTERN,task2,,SPLIT_DISAGREEMENT,YES,True,unknown,FALSE_PATTERN
11235,bigvul,0,reset_terminal,heuristic,13,0,0.0,0.8422,0.0,0.4442,0.0146,NON_VULNERABLE,0.7856,trustworthy,MODERATE,NO,,,,,NO,,,
11236,bigvul,1,ide_dma_cb,ground_truth,92,1,0.7,0.8243,0.0,0.2772,1.0,VULNERABLE,0.7172,trustworthy,MODERATE,NO,,,,,NO,,,
11237,bigvul,0,unknown_11237,heuristic,4,0,0.0,0.8647,0.0,0.075,0.0085,NON_VULNERABLE,0.727,trustworthy,MODERATE,NO,,,,,NO,,,
11238,bigvul,0,unknown_11238,heuristic,4,0,0.0,0.0,0.0,0.075,0.0047,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
11239,bigvul,0,WritePixel,heuristic,79,0,0.0,0.868,0.0,0.3911,0.03,NON_VULNERABLE,0.7809,trustworthy,MODERATE,NO,,,,,NO,,,
11240,bigvul,0,sha224_sparc64_final,heuristic,11,2,0.685,0.997,0.0,0.5841,0.0178,NON_VULNERABLE,0.7302,trustworthy,MODERATE,NO,,,,,NO,,,
11241,bigvul,0,TearDown,heuristic,4,0,0.0,0.8647,0.0,0.075,0.0064,NON_VULNERABLE,0.727,trustworthy,MODERATE,NO,,,,,NO,,,
11242,bigvul,0,ebcdic_new,heuristic,15,1,0.615,0.9918,0.0533,0.475,0.0062,NON_VULNERABLE,0.7498,trustworthy,MODERATE,NO,,,,,NO,,,
11243,bigvul,0,unknown_11243,heuristic,8,0,0.0,0.6321,0.0,0.075,0.0093,NON_VULNERABLE,0.8543,trustworthy,HIGH,NO,,,,,NO,,,
11244,bigvul,0,unknown_11244,heuristic,6,0,0.0,0.7364,0.0,0.075,0.0065,NON_VULNERABLE,0.7694,trustworthy,MODERATE,NO,,,,,NO,,,
11245,bigvul,0,unknown_11245,heuristic,66,1,0.615,0.9115,0.0,0.3182,0.0255,NON_VULNERABLE,0.7473,trustworthy,MODERATE,NO,,,,,NO,,,
11246,bigvul,0,mov_probe,heuristic,43,0,0.0,0.9758,0.1674,0.3087,0.0142,NON_VULNERABLE,0.7226,trustworthy,MODERATE,NO,,,,,NO,,,
11247,bigvul,0,rtnl_dev_combine_flags,heuristic,12,0,0.0,0.9643,0.0,0.475,0.0189,NON_VULNERABLE,0.7466,trustworthy,MODERATE,NO,,,,,NO,,,
11248,bigvul,0,unknown_11248,heuristic,9,1,0.615,0.998,0.0,0.2083,0.0117,NON_VULNERABLE,0.7119,trustworthy,MODERATE,NO,,,,,NO,,,
11249,bigvul,0,activityLoggingGetterForIsolatedWorldsPerWorldBindingsLongAttributeAttributeGetterCallbackForMainWorld,heuristic,6,0,0.0,0.0,0.0,0.475,0.0056,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
11250,bigvul,0,unknown_11250,heuristic,3,0,0.0,0.9305,0.0,0.075,0.0056,NON_VULNERABLE,0.7039,trustworthy,MODERATE,NO,,,,,NO,,,
11251,bigvul,0,unknown_11251,heuristic,15,0,0.0,0.4134,0.0,0.075,0.008,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
11252,bigvul,0,__follow_pte,heuristic,37,0,0.0,0.9515,0.0,0.1723,0.0166,NON_VULNERABLE,0.7037,trustworthy,MODERATE,NO,,,,,NO,,,
11253,bigvul,0,unknown_11253,heuristic,11,1,0.755,0.9938,0.0,0.2932,0.0091,NON_VULNERABLE,0.6549,untrustworthy,LOW,YES,AMBIGUOUS,task3,CWE-120,SPLIT_DISAGREEMENT,YES,True,CWE-120,AMBIGUOUS
11254,bigvul,0,unknown_11254,heuristic,6,0,0.0,0.7364,0.0,0.075,0.0065,NON_VULNERABLE,0.7694,trustworthy,MODERATE,NO,,,,,NO,,,
11255,bigvul,0,macvlan_addr_busy,heuristic,15,0,0.0,0.9592,0.0,0.395,0.018,NON_VULNERABLE,0.7041,trustworthy,MODERATE,NO,,,,,NO,,,
11256,bigvul,0,unknown_11256,heuristic,7,0,0.0,0.0,0.0,0.075,0.0049,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
11257,bigvul,0,unknown_11257,heuristic,8,1,0.28,0.9975,0.0,0.15,0.0211,NON_VULNERABLE,0.7124,trustworthy,MODERATE,NO,,,,,NO,,,
11258,bigvul,0,usbhid_init_reports,heuristic,29,2,0.615,0.9879,0.0,0.481,0.0264,NON_VULNERABLE,0.736,trustworthy,MODERATE,NO,,,,,NO,,,
11259,bigvul,0,unknown_11259,heuristic,14,0,0.0,0.9676,0.0,0.075,0.013,NON_VULNERABLE,0.6906,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
11260,bigvul,0,unknown_11260,heuristic,24,0,0.0,0.9817,0.0,0.15,0.0152,NON_VULNERABLE,0.6916,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
11261,bigvul,0,defrag_show,heuristic,7,0,0.0,0.6811,0.0,0.475,0.0105,NON_VULNERABLE,0.879,trustworthy,HIGH,NO,,,,,NO,,,
11262,bigvul,0,unknown_11262,heuristic,6,0,0.0,0.9305,0.0,0.075,0.0111,NON_VULNERABLE,0.7039,trustworthy,MODERATE,NO,,,,,NO,,,
11263,bigvul,0,if,heuristic,22,0,0.0,0.5013,0.0,0.1794,0.0159,NON_VULNERABLE,0.938,trustworthy,HIGH,NO,,,,,NO,,,
11264,bigvul,0,unknown_11264,heuristic,33,0,0.0,0.7665,0.0,0.15,0.0136,NON_VULNERABLE,0.7645,trustworthy,MODERATE,NO,,,,,NO,,,
11265,bigvul,0,unknown_11265,heuristic,5,0,0.0,0.7981,0.0,0.075,0.0067,NON_VULNERABLE,0.7495,trustworthy,MODERATE,NO,,,,,NO,,,
11266,bigvul,1,unknown_11266,ground_truth,11,2,0.7,0.9997,0.0,0.0,1.0,VULNERABLE,0.5816,untrustworthy,LOW,YES,FALSE_PATTERN,task2,,SPLIT_DISAGREEMENT,YES,True,unknown,FALSE_PATTERN
11267,bigvul,1,parse_token,ground_truth,35,3,0.7,0.9742,0.0,0.4307,1.0,VULNERABLE,0.6941,untrustworthy,LOW,YES,AMBIGUOUS,task3,,SPLIT_DISAGREEMENT,YES,True,unknown,AMBIGUOUS
11268,bigvul,0,if,heuristic,9,0,0.0,0.9714,0.0,0.2083,0.0116,NON_VULNERABLE,0.6986,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
11269,bigvul,0,nested_vmx_exit_handled,heuristic,119,0,0.0,0.7393,0.0303,0.1903,0.0268,NON_VULNERABLE,0.7784,trustworthy,MODERATE,NO,,,,,NO,,,
11270,bigvul,0,IsTabDraggingSourceWindow,heuristic,22,0,0.0,0.9817,0.0,0.3341,0.0177,NON_VULNERABLE,0.6976,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
11271,bigvul,0,padzero,heuristic,12,0,0.0,0.9305,0.0,0.45,0.0138,NON_VULNERABLE,0.7586,trustworthy,MODERATE,NO,,,,,NO,,,
11272,bigvul,0,if,heuristic,8,0,0.0,0.9305,0.0,0.2083,0.0189,NON_VULNERABLE,0.7128,trustworthy,MODERATE,NO,,,,,NO,,,
11273,bigvul,0,ablk_ctr_init,heuristic,4,0,0.0,0.8647,0.0,0.475,0.008,NON_VULNERABLE,0.7768,trustworthy,MODERATE,NO,,,,,NO,,,
11274,bigvul,0,unknown_11274,heuristic,4,0,0.0,0.8647,0.0,0.075,0.0064,NON_VULNERABLE,0.727,trustworthy,MODERATE,NO,,,,,NO,,,
11275,bigvul,0,process_unlock,heuristic,4,0,0.0,0.0,0.0,0.075,0.0047,NON_VULNERABLE,0.9835,trustworthy,HIGH,NO,,,,,NO,,,
11276,bigvul,0,jp2_ihdr_putdata,heuristic,11,0,0.0,0.9938,0.0,0.3682,0.0171,NON_VULNERABLE,0.6933,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
11277,bigvul,1,unknown_11277,heuristic,13,1,0.28,0.9539,0.0,0.075,0.0209,NON_VULNERABLE,0.718,trustworthy,MODERATE,NO,,,,,NO,,,
11278,bigvul,0,unknown_11278,heuristic,18,0,0.0,0.8916,0.0,0.075,0.0141,NON_VULNERABLE,0.7176,trustworthy,MODERATE,NO,,,,,NO,,,
11279,bigvul,0,unknown_11279,heuristic,7,0,0.0,0.6811,0.0,0.075,0.0066,NON_VULNERABLE,0.84,trustworthy,HIGH,NO,,,,,NO,,,
11280,bigvul,0,unknown_11280,heuristic,45,2,0.28,0.9714,0.0,0.375,0.0255,NON_VULNERABLE,0.7356,trustworthy,MODERATE,NO,,,,,NO,,,
11281,bigvul,0,unknown_11281,heuristic,10,0,0.0,0.9918,0.0,0.075,0.0122,NON_VULNERABLE,0.6818,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
11282,bigvul,0,unknown_11282,heuristic,3,0,0.0,0.9305,0.0,0.075,0.0081,NON_VULNERABLE,0.7039,trustworthy,MODERATE,NO,,,,,NO,,,
11283,bigvul,0,unknown_11283,heuristic,42,0,0.0,0.9426,0.0,0.3,0.0218,NON_VULNERABLE,0.7108,trustworthy,MODERATE,NO,,,,,NO,,,
11284,bigvul,0,if,heuristic,9,0,0.0,0.831,0.0,0.475,0.0143,NON_VULNERABLE,0.7865,trustworthy,MODERATE,NO,,,,,NO,,,
11285,bigvul,0,rt_mutex_setprio,heuristic,90,0,0.0,0.831,0.0,0.3183,0.0292,NON_VULNERABLE,0.7468,trustworthy,MODERATE,NO,,,,,NO,,,
11286,bigvul,0,floatAttributeAttributeSetter,heuristic,6,0,0.0,0.9305,0.0,0.475,0.0155,NON_VULNERABLE,0.7571,trustworthy,MODERATE,NO,,,,,NO,,,
11287,bigvul,0,if,heuristic,15,0,0.0,0.9592,0.0,0.235,0.0175,NON_VULNERABLE,0.7039,trustworthy,MODERATE,NO,,,,,NO,,,
11288,bigvul,0,t2p_write_pdf_header,heuristic,15,1,0.615,0.986,0.04,0.475,0.0184,NON_VULNERABLE,0.7477,trustworthy,MODERATE,NO,,,,,NO,,,
11289,bigvul,0,unknown_11289,heuristic,7,0,0.0,0.9676,0.0,0.075,0.0143,NON_VULNERABLE,0.6906,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
11290,bigvul,0,unknown_11290,heuristic,6,0,0.0,0.9817,0.0,0.075,0.0141,NON_VULNERABLE,0.6854,untrustworthy,LOW,YES,NOISY_STRATEGY,task2,,SINGLE_HIGH_OUTLIER,YES,True,unknown,NOISY_STRATEGY
